BASC	DC_C18	Mast_C17	Ciliated.cells-C7	Fibroblasts-C6	Prolifirating.Mac_C16	CD8_C15	Clara-C5	Endothelial.cells-C4	GaDelT_C14	B.cells_C13	Plasma.cells_C12	Clara-C3	AT2-C2	Mac.DC_C11	CD4_C10	Plasma.cells_C9	AT2-C1	AT2-C0	Mac_C8	CD4_C7	CD4_C6	Neutrophil_C5	NK.cells_C4	Mono_C3	B.cells_C2	CD8_C1	CD8_C0
SYNE2	1	0	0	1	0	0	0.630534612759024	0.601174789767138	0.624405456832629	1	0	0	0.156365993987691	1	0	1	0.65729734713377	0	0.568689510752118	0	1	0.928479439849077	0	0.662330811804985	0	0	0.343830912206695	0.694645872695077
ESR2	0.173294333620278	0	0	0.295656228651468	0	0	0	0	0.195582652773646	0.204338049301038	0.0575659479585267	0.231956889712189	0	0.194654695172267	0	0	0.474440630738762	0	0.0323879754291394	0	0	0	0	0	0	0.100185809311796	0	0
MTHFD1	0.116257387263906	0.0313165897500609	0	0	0	0.512445125242431	0	0	0	0.102349815747237	0	0	0	0	0	0	0	0	0.0527393054193668	0.378313697336227	0	0	0	0	0.0925071053106521	0	0	0
AL122035.1	0	0	0	0	0	0.19713891808479	0	0	0	0.0961543065920553	0	0	0.076545712840213	0.0848002783821002	0	0	0	0	0.039805187481501	0	0	0	0	0	0	0	0.0300206571112326	0
ZBTB25	0	0.0389169712804849	0	0	0	0.229902001056206	0	0	0	0.225079999075471	0	0	0	0.076873036885503	0	0	0	0	0.0405761395581413	0.0906928019709957	0.0649378883476164	0	0	0	0	0	0	0
AKAP5	0	0	0	0	0	0.142642011546959	0	0	0	0.225747767722527	0	0	0	0	0	0.0516059411623552	0	0	0	0.242023002211969	0.0710407688730283	0	0	0.0818614648836607	0	0	0.148732527151234	0
ZBTB1	0	0.268524117435422	0	0	0	0.485924681690879	0.0373750831480359	0	0	0.382037176262682	0	0	0	0	0	0.126263808730794	0	0	0	0.287396159692978	0.1128427776867	0	0.233280124380112	0.1231482872266	0.453683321473677	0	0.173961993107921	0
AL049869.3	0	0.0452413672576575	0	0	0	0	0.0359956405164607	0	0	0.0445839430650048	0	0	0	0	0	0	0	0	0	0	0	0	0.076284670820324	0.0303692262894092	0.107284191412682	0	0	0
HSPA2	0.166402024783837	0	0	0	0	0.170511998945484	0	0.0803332135522919	0	0	0	0	0	0.143361443136454	0	0	0	0	0.0574931031802374	0.0419260104347481	0	0	0.0461668030970723	0	0.0609627798925889	0	0	0
PPP1R36	0.454139579920545	0	0	0.177421637197562	0	0	0	0.365416551518037	0	0	0	0	0.0614330307324764	0.092811687660985	0	0	0	0.0619203417357976	0	0	0	0	0	0	0	0	0	0
AL049869.2	0.0731189819594896	0	0	0.0319484215758902	0	0	0	0.143540450076776	0	0	0	0.0713005481287189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG3	0.239799184414559	0	0	0	0	0.0870260427154851	0	0.0534850368557636	0	0	0	0	0.131933265150192	0.166977710648328	0	0	0	0	0.211136719035326	0	0	0	0	0	0	0	0	0
SPTB	0	0	0.0776071867476273	0.041664385987079	0	0	0	0.0390145095850722	0	0	0	0	0.362377101703234	0.0861037765715708	0	0	0	0	0.320069723329964	0	0	0	0	0	0	0	0	0
CHURC1	0	0.057463598051836	0	0.0409724280339955	0	0.509074607832789	0	0.0432597154074063	0	0	0	0	0.0592950965832432	0.201772415264991	0	0	0	0	0.257758185512822	0.254366816123698	0	0	0	0	0.0430760632394707	0	0	0
GPX2	0	0	0	0.0725651695884378	0	0	0	0	0	0	0	0.0310038278174627	0	0.0538592952645546	0	0	0	0	0.189999424845257	0	0	0	0	0	0	0	0	0
RAB15	0	0.0515770177280146	0	0.0321266031447532	0	0	0	0.0983161741819057	0	0	0	0	0.18078254715083	0.0945753843606369	0	0	0	0	0.184436179464243	0	0	0	0	0	0	0	0	0
FNTB	0.0458956542389224	0	0	0	0.104755213181176	0.459104332515651	0	0.140097222989487	0	0	0	0	0.206745548082136	0.207070237777166	0	0	0	0	0.28284928116308	0	0	0	0	0	0.0451471098880867	0	0	0
MAX	0	0.0837429458822367	0	0.0975634302748158	0	0.555718446052378	0	0	0	0.0664726935894324	0	0	0	0.127866411146329	0	0	0	0	0.145036189103862	0.225652257556674	0	0	0.148270491644108	0	0.289781339393322	0	0	0
AL139022.1	0	0	0	0.0417262856735598	0	0.0801751869183318	0	0	0	0	0	0	0.0343739935733712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02324	0	0	0	0	0	0	0	0	0	0.0611967380933415	0	0	0.109704987732727	0	0	0	0	0	0.0304246174314333	0	0	0	0	0	0	0.0511411658451648	0	0
AL355076.2	0.194426768481717	0	0	0	0	0	0	0.056153194172867	0	0	0	0	0.342419337491818	0	0	0	0.183200502006482	0	0.126043639668539	0	0	0	0	0	0	0.276554756534873	0	0
FUT8	0.747401897944432	0	0	0.483589969007349	0	0	0	0.450688358282356	0	0.251896909554689	0	0	1	0.446715609679401	0	0.0774573633043449	1	0.281298704884314	0.831342227609136	0	0	0	0	0	0	0	0.347508043184878	0
AL359232.1	0.0596105631516637	0	0	0.0814037788752264	0	0	0	0.182877650682309	0.0430583526372574	0	0	0.0594186958559893	0.194253216072742	0.229492887294623	0	0	0	0	0.171195121566993	0	0	0	0	0	0	0	0	0
CCDC196	0	0	0	0.0434028493958886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPHN	0.733161299684281	0	0	0.315980757891808	0	0.595104137118032	0	1	0.140906152804708	0	0	0	1	0.622767125061069	0	0	0	0	0.711574681901634	0.161755657220057	0.34182550864693	0	0	0	0	0	0	0
FAM71D	0	0	0	0	0	0	0	0.0558462062442194	0	0	0	0.0424189181655319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP5	0.331384092031283	0	0	0.138357577537221	0.0326340454202753	0.240805026178003	0	0.550541564946985	0	0	0	0	0.590976191476523	0.613288466585805	0	0	0	0	0.621497016485695	0.0866766222355875	0	0	0	0	0.100751848018024	0	0	0
AL135978.2	0	0.221330976414382	0	0.230793527224778	0	0	0	0.0443592194531354	0	0	0	0	0	0	0	0	0	0	0	0.0785505316973296	0	0	0	0	0.14977691301096	0	0	0
ATP6V1D	0	0.224637914121749	0	0.440316711945557	0	0.342815859913857	0	0.141973248166977	0	0	0	0	0.0557882569149227	0.490435500552794	0	0	0	0	0.20404479732576	0.310048225655964	0	0	0	0	0.362441217600353	0	0	0
EIF2S1	0.231795011827414	0.0345625808401166	0	0	0	0.448395877584024	0	0.122697364844132	0	0.0423132082858949	0	0	0.0844362756932025	0.27229043260633	0	0	0	0	0.219303941743824	0.193965185897017	0	0	0	0	0	0	0	0
PLEK2	0	0.0357674739599486	0	0	0	0.254072153738196	0	0	0	0	0	0	0.0319640566850402	0.0780483543192685	0	0	0	0	0.0913588363139344	0	0	0	0.0909964985168681	0	0	0	0	0
TMEM229B	0	0.0585765342161235	0	0	0	0.0337426298593111	0.0320651360858455	0	0	0	0	0.122152308039072	0	0	0	0	0	0	0	0.0456878138169539	0	0	0	0	0	0	0	0
PLEKHH1	0	0	0	0.190237900325466	0	0.0442756363644792	0	0.0997454340164379	0	0	0	0.0561378986541076	0.0392073513587629	0.193819653226561	0	0	0	0	0.0946330066634795	0	0	0	0	0	0	0	0	0
PIGH	0	0.0402017340205325	0	0	0	0.0654226581825306	0	0.0304697966080275	0	0	0	0	0	0.0537546787955121	0	0	0	0	0.0618041177070858	0.0413370649333548	0	0	0	0	0	0	0	0
ARG2	0.817669919265951	0	0	0.139494468840131	0	0	0	0.461574658890939	0	0.0300735585208552	0	0	0.362869503376565	0.271853803831367	0	0	0	0	0.216526294245467	0	0	0	0	0	0	0	0	0
AL049779.4	0.166572833867268	0	0	0.135389843054472	0	0	0	0.159822458051454	0	0	0	0	0.200911361997257	0.0748783110591075	0	0	0	0	0.153643244062121	0	0	0	0	0	0	0	0	0
VTI1B	0.138396281795134	0.032083375379416	0	0	0	0.348544194978313	0	0.133636159935588	0	0	0	0	0.146553180713371	0.181964843566574	0	0	0	0	0.235262226447215	0.361339470818499	0	0	0	0	0.119951977265357	0	0	0
RDH11	0.207692154792049	0	0	0	0	0.258377800922272	0	0.183315126951198	0	0	0	0	0.0466677420460105	0.238015662595721	0	0	0	0	0.147706430055405	0.162547970097818	0	0	0	0	0.0836800188263294	0	0	0
RDH12	0	0	0	0	0	0	0	0.0559042091510328	0	0	0	0.036807770909637	0	0.0368159997186754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFYVE26	0.0451521506122193	0.414268631613897	0	0	0	0.605743602951382	0	0	0	0	0	0	0	0.144391318196067	0	0	0	0	0.0470318258523937	0.509980492944369	0	0	0.182952158471288	0	0.502550054872613	0	0	0
RAD51B	1	0	0	1	0	1	0	0	0	0.0918774128921006	0	0	0.42505786357955	0.567001421643011	0	0	0	0.0978173913728487	0.418449854749472	0.753490125741016	0	0	0	0	0.39098954219925	0	0	0
AL133370.1	0	0	0	0	0	0.0312207829689228	0	0	0	0	0	0	0	0	0	0	0	0	0.0407214797393778	0.0393109088379116	0	0	0	0	0	0	0	0
ZFP36L1	0.363519056363927	0.141772017767086	0	0.177805080259168	0.454606422380846	0	0	0.585397968058106	0.0644346024851316	0.10285697104954	0	0	0.493237253957302	0	0.12708243503103	0	0	0.158166511782123	0.385404971930522	0	0	0	0	0	0.0613587066559044	0	0	0
ACTN1	0	0.67309569362669	0	0.124625558488407	0.755338564289793	0.929678864957612	0	0	0.474297785225138	0	0	0	0.0560749060909111	0	0	0	0	0	0	0.553489349041431	0	0	0.318846947106831	0	0.494837892630156	0	0	0
DCAF5	0	0.0480651326612886	0	0.490737008163801	0	0.627146930429549	0	0.109547059776008	0	0	0	0	0.497893556493832	0.185427242280199	0	0	0	0	0.335325335128787	0.590417849001493	0	0	0	0	0.199053102565602	0	0	0
AL359317.2	0	0	0	0.10677448897518	0	0	0	0	0	0	0	0.0516604940351438	0.0421124775024179	0.0443980555641839	0	0	0	0	0	0.0347303978055098	0	0	0	0	0	0	0	0
EXD2	0	0	0	0.0684431999028218	0	0.12468998041565	0	0.189282189450029	0	0	0	0	0.275975685773405	0.174404040702955	0	0	0.0342585290691315	0	0.18422458680713	0.196554845465153	0	0	0	0	0	0	0	0
GALNT16	0	0	0	0	0	0	0	0	0	0	0	0.0975965336778424	0.187262741500068	0	0	0	0	0	0.0491806728822142	0	0	0	0	0	0	0	0	0
ERH	0.260663894047595	0	0	0	0	0.281102787873784	0	0.118806661342667	0	0.130755268460569	0	0	0.0814541165112267	0.206527383764191	0	0	0	0	0.108053521380652	0.05794661545337	0	0	0	0	0	0	0	0
SLC39A9	0.234489576605839	0	0	0.445050545856058	0	0.263918484040609	0	0.0751307785966663	0	0.248614020934179	0	0	0.152984862000977	0.647413819341197	0	0	0	0	0.337603191158558	0.14023562612376	0	0	0	0	0.114745541462113	0	0	0
PLEKHD1	0	0	0	0	0	0	0	0.0430791926714734	0	0	0	0	0.145170148343687	0.0357151803413235	0	0	0	0	0.0440826561961866	0	0	0	0	0	0	0	0	0
SUSD6	0	0.402713068645393	0	0	0	0.829617124100841	0	0.0511848542651097	0.157761131261141	0.126020798227278	0	0	0	0	0	0	0	0	0	0.356480964595537	0	0	0.374158927820885	0	0.397537834454674	0	0	0
AL133445.2	0	0	0	0	0	0	0	0	0	0	0	0	0.0350274584018172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF5	0	0.34397243241942	0	0	0.123805568176484	0.20686444214593	0	0.238015482211469	0.165080670863033	0.0673424166557772	0	0	0	0.195129508821479	0	0	0	0	0.0886936628022466	0	0	0	0	0	0.150505875346755	0	0	0
SLC10A1	0.125219360718159	0	0.0338428472195174	0	0	0.0333534920432112	0	0.326203714844309	0	0	0	0	0.0521514822893396	0.114909163988915	0	0	0	0	0.13656732087394	0.0495554703307253	0	0	0	0	0.0320295075476268	0	0	0
SMOC1	0.294038331405824	0	0	0	0	0	0	0	0	0	0	0	0.0638151551450609	0.597045950513873	0	0	0	0.178888910995091	0.33632604835278	0	0	0	0	0	0	0	0	0
SLC8A3	0	0.0549691914437994	0.386576935516497	0	0	0	0	0	0.0364647080790654	0	0	0.111609452515107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356804.1	0.0443781806754427	0	0.155882575907962	0	0	0	0	0	0	0	0	0.130797482087811	0	0.120178514093936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX16	0	0.0428102611541272	0	0	0	0.230110678945264	0	0.0330900354202791	0	0	0	0	0.129618418354383	0.255626127676249	0	0	0	0	0.273819296711303	0.155760836602978	0	0	0	0	0	0	0	0
SYNJ2BP	0.162437837923171	0	0	0.0758695688888237	0	0.262447934366261	0	0.151405890586536	0.0829664938093653	0	0	0	0.212064707888688	0.351780995333045	0	0	0	0	0.319533774439814	0.153472804364531	0	0	0	0	0	0	0	0
AL357153.2	0	0	0	0.282926104842203	0	0	0	0.229466076723102	0.100757744768439	0	0	0	0.0513410620276758	0.147311521610841	0	0	0	0	0.0528424699626906	0	0	0	0	0	0	0	0	0
MED6	0.0864039780158571	0	0	0	0	0.276392840677093	0	0.137409804492602	0	0.0584132742851221	0	0	0.0345790189441601	0.215767454062189	0	0	0	0	0.160140785102702	0.103907015255455	0	0	0	0	0.0456145274215015	0	0	0
AL357153.1	0.0781374072486247	0	0	0.397715955718859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390266581755556	0	0	0	0	0	0	0	0	0
TTC9	0	0	0	0.33439618176698	0	0	0	0	0	0	0.0881981443869643	0	0.0481014155365147	0	0	0	0	0	0.273733084708778	0	0	0	0	0	0	0	0	0
MAP3K9	0.279747295103274	0	0	0.043347211490091	0	0	0	0.366284408161707	0	0	0	0	0.567364957349211	0.224024569090827	0	0	0.269642034947613	0	0.477533080828124	0	0	0	0	0	0	0	0	0
AC004816.1	0.166800816790801	0	0	0	0	0	0	0.139061487801642	0	0	0	0	0.120764559189231	0.0636340047817231	0	0	0	0	0.187840267903038	0	0	0	0	0	0	0	0	0
PCNX1	0	0	0	0	0	0.860851499844641	0.117809334995671	0	0	0.149221850542208	0	0	0	0	0	0.249632592043389	0.0917564122150145	0	0	0.521156689159195	0.30649127408868	0.478075353525187	0.153243862637733	0	0.235209146135712	0	0.135532116064285	0.22813961733545
AC004825.3	0	0.0497389373378507	0	0	0	0.0403431139774005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004817.3	0	0.114372547464335	0	0	0	0.222821534901214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190566248051004	0	0.0769610649432103	0	0.0355607752463198	0
AC004817.5	0	0	0	0	0	0.234914578062929	0	0	0	0.0452209340476401	0	0.0954537345260106	0	0	0	0	0	0	0.0305175370203843	0	0	0	0	0	0	0	0.0378605165460466	0
AC005476.2	0.0512448001048644	0	0	0.15150866887414	0	0.0363137300094979	0	0	0	0	0	0	0.104627703885906	0	0	0	0	0	0.0832180781291705	0	0	0	0	0	0	0	0	0
SIPA1L1	1	0.952577920585844	0	0.0699285279611358	0	0.521405277659657	0	0	0	0.438205446995815	1	0	0.137340213854921	0	0	0	0	0	0.0392771918038891	0	0	0	1	0	0.689744975935274	1	0	0
AC004974.1	0.0680638064548701	0.0489388040510351	0	0	0	0.0483593593940943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666862025543901	0	0	0	0	0
AC005993.1	0.0438856835130344	0	0	0.057405075148364	0	0	0	0	0	0	0	0.0310160675275018	0.354208689358614	0.0492756129812293	0.0320257578878883	0	0	0.0705478187303031	0.376251582926276	0	0	0	0	0	0	0	0	0
RGS6	0.730330143730964	0	0	0.196336161334076	0	0	0	0	0	0	0	0.2347706342374	0.630046300584093	0.0618256735005742	0.197906749002821	0	0	0.344673656269335	0.609841769549915	0	0	0	0	0	0	0	0	0
DPF3	0	0	0.0338610185195173	0	0	0.155060523803809	0	0	0.0878225420201376	0.123100377644479	0.0594792532166694	0.176968565425717	0	0	0	0	0.0435077157444028	0	0	0	0	0	0	0.0390054252580364	0	0.0450427408501415	0.113403681799565	0
DCAF4	0	0	0.0476522484716666	0	0	0.0333278126470309	0	0.068860304445783	0	0	0	0	0.122761747985826	0.0358148207435582	0	0	0	0	0.12550963359158	0	0	0	0	0	0	0	0	0
ZFYVE1	0	0.145158618948538	0	0	0	0.194953741072037	0	0	0	0	0	0	0.172237799799548	0	0	0	0	0	0.129712141154691	0.134781681156941	0	0	0.0416326381110648	0	0.139388828187144	0	0	0
RBM25	0.0695016106284973	0.328585528453765	0	0.0431198419341844	0	0.738997394060076	0	0.328102978063877	0	0.186288702332851	0	0	0.252641225376266	0.269622734627386	0	0	0	0	0.25793636548562	0.27255386131519	0	0	0	0	0.203844544155983	0	0	0
PSEN1	0.0591709950930521	0.355860349587439	0	0	0	0.73187182684369	0	0.101995044700582	0	0	0	0	0.238659061694082	0.455023126311155	0	0	0	0	0.371324881462315	0.580433985721314	0	0	0.389807247820417	0	0.476231297512287	0	0	0
PAPLN	0	0	0	0	0.362440795149091	0.0703041600302934	0	0.0351212013151344	0	0	0	0	0.120299694006641	0.111526867403305	0	0	0	0	0.125866410452836	0	0	0	0	0	0.0625927550548438	0	0	0
NUMB	0.0572464180293078	0.304766886253294	0	0.383655576106778	0	1	0	0.44287032866865	0.309993889972801	0	0	0	0.784576904504821	0.544214532261479	0	0	0	0	0.773040765046801	0.960549108275699	0	0	0.683362702191787	0	0.739299008200622	0	0	0
AC005280.2	0	0	0	0	0	0.0350809728162866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06758219138642	0	0	0.0652877697978028	0	0.108983541866539	0	0	0
AC005280.1	0	0	0	0	0	0	0	0	0	0	0	0.0355886945162498	0	0.0968815230197906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEATR4	0	0	0	0	0.0396298365868032	0	0	0.177693250989003	0	0	0	0.096332453252829	0.102229529868555	0.310329040808819	0	0	0	0.0353082019470052	0.118435464035536	0	0	0	0	0	0	0	0	0
RIOX1	0.0389785245278091	0	0	0	0	0.066587128674408	0	0	0	0	0	0	0	0.0581631311849564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005225.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492218897460195	0	0	0	0	0	0	0	0	0
ACOT1	0	0	0	0	0.0490241407329007	0	0	0	0	0	0	0	0	0.0891256057803728	0	0	0	0	0	0.0410960092009893	0	0	0	0	0	0	0	0
AC005225.2	0.0998470927607705	0.2901047701731	0	0	0	0	0	0.118874455378889	0	0	0	0	0	0.0780740105844277	0	0	0	0	0.0767662062836166	0.0870379979511183	0	0	0	0	0	0	0	0
ACOT2	0	0.0495580954390581	0	0	0	0.130823639031782	0	0.0526064562656371	0	0	0	0	0.0837291552568603	0.123332084164499	0	0	0	0	0.0586097250455752	0.126714580319381	0	0	0	0	0.0309553315700316	0	0	0
ACOT4	0.0379431653820585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870969057521787	0	0	0	0	0	0	0	0
DNAL1	0.271062524208024	0.0640128284640021	0	0.696190166787899	0	0	0	0	0	0	0	0	0.103341675657417	0.428169400907276	0	0	0	0	0.214837386802584	0	0	0	0	0	0	0	0	0
PNMA1	0	0.358194616581895	0	0.0600333960393079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMSAN1	0	0.317364997567621	0	0	0	0.188626451293365	0	0	0.193363539987783	0.178019190983045	0	0	0.098401168185664	0	0	0	0	0	0.0674296955428946	0	0	0	0	0	0	0.13242139682991	0	0
AC005520.2	0	0.0364334239753847	0	0.0517239595425034	0	0.109363866893484	0	0.0585513275054124	0	0	0	0	0.0415997246100509	0	0	0	0	0	0.0555683311155552	0	0	0	0	0	0	0	0	0
PTGR2	0.133379669835134	0	0	0.0703146814405688	0	0.207118805340279	0	0.0825587458473994	0	0	0	0	0.221735039530458	0.254432344908665	0	0	0	0	0.230479155123334	0.103658636943304	0	0	0	0	0	0	0	0
AC005520.5	0	0	0	0.0978765414557497	0	0	0	0	0	0.0320287438470826	0	0	0.0368171007202361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF410	0	0	0.0375415489630126	0	0	0.364594522998801	0	0	0	0.110050929003935	0	0	0	0.298636655861028	0	0.145764852395091	0	0	0.097539593860236	0	0	0	0.0320919714262744	0	0.108265928796852	0	0	0
AC005480.1	0	0.124853060969787	0	0.106461218810435	0	0.0764374170662591	0	0.0514193723715826	0	0.0335101618427272	0	0	0.0374497652885606	0.110738356135143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005520.3	0	0.0388993454142506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM161B	0	0	0	0.134843820369511	0	0	0	0.0327121332753523	0	0.041730813694776	0	0	0.103289736065211	0.0860731760253407	0	0	0	0	0.0977594798227161	0	0	0	0	0	0	0	0	0
COQ6	0	0	0	0.149193446834833	0	0.0702253773098289	0	0.073251748126104	0	0	0	0	0.0621887670191258	0.0614496308428614	0	0	0	0	0	0.0302185431783721	0	0	0	0	0	0	0	0
ENTPD5	0	0	0	0.107672642808926	0	0.346481527195135	0	0	0	0	0	0	0.31330784199775	0.261336253013728	0	0	0	0	0.332670487862172	0.188398310669549	0	0	0	0	0	0	0	0
BBOF1	0.0388969968791012	0	0	0.754885686280508	0	0	0	0.0532323498388353	0	0	0	0	0.0505089361258313	0.289444917401119	0	0	0	0	0.164949407023195	0	0	0	0	0	0	0	0	0
ALDH6A1	0.0346462121209876	0	0	0.081165260205599	0	0.105398175683174	0	0.23691068824134	0	0	0	0	0.231044452415602	0.0987297116452469	0	0	0	0.0517559841942931	0.178889291137963	0	0	0	0	0	0	0	0	0
LIN52	0.47383528772754	0	0	0	0	0.606892733582329	0	0.267369793010978	0	0.321820087684152	0	0	0.182108532715853	0.555268254995455	0	0	0.249369551009375	0	0.30005215844679	0	0	0	0	0	0	0	0	0
ABCD4	0	0	0	0	0	0.108579550388359	0	0	0.148994167079524	0	0	0	0.112433827302153	0.130061926122803	0	0	0	0	0.134975327159094	0.0612997719212471	0	0	0	0	0.0393486325400145	0	0	0
VRTN	0.0484555703606428	0	0	0.0563779007863099	0	0	0	0	0	0	0	0.119840646877165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPC2	0.0460497052741721	0.158358183521796	0	0	0	0.871226393516151	0	0.815980731618032	0	0	0	0	0.467583476720136	0	0.232614876213269	0	0	0	0.243147380571691	0.518753887236878	0	0	0.253096430793121	0	0.678900869554826	0	0	0
ISCA2	0.0312396171404269	0	0	0.0500689331364323	0	0.0956264511291988	0	0.0347011925823421	0	0	0	0	0.0348971967458784	0.0718341519842021	0.0422205754772893	0	0	0	0.0966417071622249	0	0	0	0	0	0	0	0	0
LTBP2	0	0	0	0	0.705029552863953	0	0	0	0	0	0	0.0320029640152992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AREL1	0	0	0	0	0	0.322510931441273	0	0	0	0.142574289401443	0	0	0	0.472936239414009	0	0	0	0	0.104152418300615	0.0955264635728606	0	0	0.124099680926099	0	0.185151741896748	0	0	0
FCF1	0	0	0	0.0759654742159004	0	0.300195650631948	0	0	0	0.0526708687946281	0	0	0.0352134844611702	0.264650137018772	0	0	0	0	0.0910415898115746	0.142319731656538	0	0	0	0	0	0	0	0
YLPM1	0.0669189128271953	0	0.0696798645486826	0	0	0.427247193226876	0	0	0.05028585790324	0.118734345978054	0	0	0.109173915495172	0.469882531316583	0	0	0	0	0.204891838878066	0.0458781510046808	0	0.0305491615410335	0	0	0	0	0	0
DLST	0.177357009633051	0.0623172226480799	0	0	0.0621795231349499	0.28225110375938	0	0.0794373284896814	0	0.0681086674161371	0	0	0.157405169731181	0.0978416609143712	0	0	0	0	0.172665267786088	0.0892276063023415	0	0	0	0	0.138167981520302	0	0	0
RPS6KL1	0	0	0	0.0579498643146331	0	0.0934093220951442	0	0	0	0	0	0	0.122393994870524	0	0	0	0	0	0.0946253591065613	0.0892480427621697	0	0	0	0	0	0	0	0
PGF	0	0	0	0.064348728305576	0.23574984598	0	0	0	0.0661636212683322	0	0	0	0	0.13901713863805	0	0	0	0	0.0843845784050271	0	0	0	0	0	0	0	0	0
EIF2B2	0.0367626002933571	0	0	0.0583959796444245	0	0.051188967417532	0	0.0908431206446102	0	0	0	0	0.0309276622572616	0.117049454353603	0	0	0	0	0.111740233873178	0.0311684249253463	0	0	0	0	0	0	0	0
AL049780.1	0.0695261178159701	0	0	0	0	0	0	0.0633768095004703	0	0	0	0	0	0.0548502162333785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLH3	0.133335981199745	0	0	0.199962678226812	0	0.296387565918665	0	0.264820241243033	0	0	0	0	0.201498339984721	0.11658778479177	0	0	0	0	0.288535150812547	0.248439233571645	0	0	0	0	0.0995334328052419	0	0	0
ACYP1	0.263093087641669	0	0	0.208176328634849	0	0.512223580999224	0	0	0	0.0969943751063944	0	0	0	0	0	0	0	0	0	0.0703776611081288	0	0	0	0	0	0	0	0
ZC2HC1C	0.155077332570101	0	0	0.321497074280007	0	0	0	0.087706913955104	0	0	0	0	0	0.095369045217045	0	0	0	0	0.0824022947406599	0	0	0	0	0	0	0	0	0
NEK9	0.189682909243786	0	0	0.103279903552336	0	0.437204487935713	0	0.0570245729374508	0	0	0	0	0.146625582151218	0.176908547498587	0	0	0	0	0.243154720998177	0.266829832709665	0	0	0.0593500322206497	0	0.112861613270038	0	0	0
AL049780.2	0.0326755167297428	0	0.0596257057493993	0	0	0.145106784975839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED10	0	0.132059138704141	0	0	0	0.709753948578726	0	0.125173953168649	0	0	0	0	0.0963223899746102	0.479411933827662	0	0	0.252134276812957	0	0.248595411464848	0.39767235092647	0	0	0.0560720565168401	0	0.227271783941662	0	0	0
AL691403.1	0	0.0660692347810726	0.0580708651818807	0	0	0.246661986814302	0	0.288290915054589	0	0	0	0	0.203731822557273	0.224618644004404	0	0	0.0463837118355026	0	0.107356712013074	0.0895800887553739	0	0	0.0901675458945216	0	0.210460407620446	0	0	0
AF111167.1	0.129577860983188	0	0	0	0	0.127088873010086	0	0.0443915550734113	0	0	0	0	0.138843798313277	0.0900910021271268	0	0	0	0	0	0.0339433213793772	0	0	0.0509032716426862	0	0.0639498168834307	0	0	0
FOS	0	0	0	0	0.245815483234661	0	0	0.530033343353974	0.104275094612755	0	0	0	0	0.406077128968733	0	0	0.152517318351613	0.0302327571216098	0.222383819253715	0	0	0	0.0784923304949352	0	0.11133321338245	0	0	0
LINC01220	0	0	0	0	0	0.238900881591949	0	0.217771649959502	0	0	0	0	0.0987090037371404	0.118882537627816	0	0	0	0	0.0763553878078403	0	0	0	0.0458729513075043	0	0.0561444982304825	0	0	0
AF111167.2	0	0	0	0	0	0.0685065990538724	0	0.073207183363159	0	0	0	0	0	0.0515593620648632	0	0	0.0396540325115335	0	0	0	0	0	0	0	0	0	0	0
JDP2	0.076145989420581	0	0	0.288194247015353	0	0.373305346450464	0	0.773086835513646	0	0	0	0	0.481171958563611	0.454050047480366	0	0	0	0	0.249446487781845	0.179546112679111	0	0	0.0902025899988463	0	0.292231706373085	0	0	0
BATF	0	0	0	0	0	0	0	0	0	0.271089338924284	0	0.0973974417738278	0	0	0	0.591250613831915	0	0	0	0	0.600904205254175	0.237835267954952	0	0	0	0	0.148433685175434	0.039874577813853
